,log_id,problem_id,user_id,is_correct,attempts,score_x,submit_time,concept_id,title,content,option,answer,score_y,type,typetext,location,context_id,exercise_id,language
116,14956092_146604,Pm_146604,U_14956092,0,1,0.0,2020-05-21 22:08:09,K_键入_计算机科学与技术,管好文件--用好文件测试01,假设当前工作目录下有一个名为sampledir 的目录，该目录下有一个名为sampledir01的目录， 键入 “rmdir sampledir”，会发生什么？,"{'A': 'sampledir和sampledir01被删除', 'B': '出错', 'C': 'sampledir01被删除', 'D': 'sampledir被删除，但sampledir01未被删除'}","[""B""]",1.0,1.0,单选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
119,14956092_146607,Pm_146607,U_14956092,1,1,2.0,2020-05-21 22:08:51,K_登录_计算机科学与技术,管好文件--用好文件测试01,关于Linux中工作目录，下面哪些说法是错误的?,"{'A': '可以在命令提示符中观察到目前所处的工作目录', 'B': '用户登录后初始的默认工作目录总是登录用户的 “家目录”', 'C': '用户的工作目录是固定的', 'D': '可以用～字符代表当前工作目录'}","[""C"", ""D""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
120,14956092_146607,Pm_146607,U_14956092,1,1,2.0,2020-05-21 22:08:51,K_命令提示符_计算机科学与技术,管好文件--用好文件测试01,关于Linux中工作目录，下面哪些说法是错误的?,"{'A': '可以在命令提示符中观察到目前所处的工作目录', 'B': '用户登录后初始的默认工作目录总是登录用户的 “家目录”', 'C': '用户的工作目录是固定的', 'D': '可以用～字符代表当前工作目录'}","[""C"", ""D""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
126,14956092_146613,Pm_146613,U_14956092,1,1,1.0,2020-05-21 22:12:03,K_当前目录_计算机科学与技术,管好文件--用好文件测试01,要将当前目录下的文件samplefile的文件从属组改为stu用户组，应该使用哪个命令？,"{'A': 'chmod stu ./samplefile', 'B': 'chown stu ./samplefile', 'C': 'chown :stu ./samplefile', 'D': 'chmod :stu ./samplefile'}","[""C""]",1.0,1.0,单选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
127,14956092_146614,Pm_146614,U_14956092,1,1,1.0,2020-05-21 22:12:53,K_符号链接_计算机科学与技术,管好文件--用好文件测试01,如用ls -l 命令列出文件，文件的第一个字段是drwxr-x---，表示什么,"{'A': '这是一个符号链接文件，对于文件拥有者可读可写可执行，对于从属用户组里的用户可读不可写可执行，对于其他用户不可读不可写不可执行', 'B': '这是一个普通文件，对于文件拥有者可读可写可执行，对于其他用户可读不可写可执行，对于从属用户组里的用户不可读不可写不可执行。', 'C': '这是一个目录文件，对于文件拥有者可读可写可执行，对于从属用户组里的用户可读不可写可执行，对于其他用户不可读不可写不可执行', 'D': '这是一个目录文件，对于文件拥有者可读可写可执行，对于从属用户组里的用户可读可写可执行，对于其他用户不可读不可写不可执行'}","[""C""]",1.0,1.0,单选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
130,14956092_146617,Pm_146617,U_14956092,1,1,2.0,2020-05-21 22:14:36,K_登录_计算机科学与技术,管好文件--用好文件测试01,用root用户登录系统，使用rm命令删除文件时，以下哪些做法是对的？,"{'A': 'rm ./sampledir 可以删除当前目录下的sampledir目录', 'B': 'rm -f ./file01 可以删除当前目录下的file01文件，并在删除前会向用户进行确认。', 'C': 'rm -R ./sampledir 可以删除当前目录下的sampledir目录', 'D': 'rm file01 file02 可以删除当前工作目录下的file01 和file02文件，并在删除前会向用户进行确认。'}","[""C"", ""D""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
131,14956092_146617,Pm_146617,U_14956092,1,1,2.0,2020-05-21 22:14:36,K_删除文件_计算机科学与技术,管好文件--用好文件测试01,用root用户登录系统，使用rm命令删除文件时，以下哪些做法是对的？,"{'A': 'rm ./sampledir 可以删除当前目录下的sampledir目录', 'B': 'rm -f ./file01 可以删除当前目录下的file01文件，并在删除前会向用户进行确认。', 'C': 'rm -R ./sampledir 可以删除当前目录下的sampledir目录', 'D': 'rm file01 file02 可以删除当前工作目录下的file01 和file02文件，并在删除前会向用户进行确认。'}","[""C"", ""D""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
132,14956092_146618,Pm_146618,U_14956092,1,1,2.0,2020-05-21 22:14:57,K_文件属性_计算机科学与技术,管好文件--用好文件测试01,关于cp命令，哪些表述是正确的？,"{'A': 'cp命令可以同时拷贝多个文件', 'B': '默认情况下，cp命令拷贝时遇到同名文件会自动覆盖', 'C': '默认情况下，cp命令拷贝时会将文件属性一并进行拷贝', 'D': 'cp命令拷贝同时还可以重命名文件'}","[""A"", ""D""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
133,14956092_146619,Pm_146619,U_14956092,0,1,0.0,2020-05-21 22:16:01,K_当前目录_计算机科学与技术,管好文件--用好文件测试01,关于cp命令，哪些用法是可以达成目标？,"{'A': 'cp -R ~/sampledir . 可以将当前用户家目录下的sampledir目录拷贝到当前目录中。', 'B': 'cp ./file01 ./file02 .. 可以将当前目录下的file01文件拷贝到当前目录中并重命名为file02, 同时将file01文件拷贝到当前目录的上层目录中。', 'C': 'cp /home/stu/file01 ~/root 可以将file01目录拷贝到根用户家目录下', 'D': 'cp -R ../sampledir ~root 可以将上层目录中的sampledir目录拷贝到根用户家目录下'}","[""A"", ""D""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
135,14956092_146621,Pm_146621,U_14956092,1,1,1.0,2020-05-21 22:23:36,K_硬链接_计算机科学与技术,管好文件--用好文件测试01,在使用ln建立文件链接时，为了跨越不同的文件系统，我们需要使用,"{'A': '普通链接', 'B': '硬链接', 'C': '符号链接', 'D': '特殊链接'}","[""C""]",1.0,1.0,单选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
136,14956092_146621,Pm_146621,U_14956092,1,1,1.0,2020-05-21 22:23:36,K_符号链接_计算机科学与技术,管好文件--用好文件测试01,在使用ln建立文件链接时，为了跨越不同的文件系统，我们需要使用,"{'A': '普通链接', 'B': '硬链接', 'C': '符号链接', 'D': '特殊链接'}","[""C""]",1.0,1.0,单选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
137,14956092_146622,Pm_146622,U_14956092,1,1,2.0,2020-05-21 22:23:54,K_硬链接_计算机科学与技术,管好文件--用好文件测试01,关于硬链接，下面哪些描述是正确的？,"{'A': '不可以跨文件系统。', 'B': '可以做目录的连接', 'C': '硬链接文件的inode-number与被链接文件的inode-number相同', 'D': '硬链接和符号链接的原理事实上是一样的'}","[""A"", ""C""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
138,14956092_146622,Pm_146622,U_14956092,1,1,2.0,2020-05-21 22:23:54,K_硬链接_计算机科学与技术,管好文件--用好文件测试01,关于硬链接，下面哪些描述是正确的？,"{'A': '不可以跨文件系统。', 'B': '可以做目录的连接', 'C': '硬链接文件的inode-number与被链接文件的inode-number相同', 'D': '硬链接和符号链接的原理事实上是一样的'}","[""A"", ""C""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
139,14956092_146622,Pm_146622,U_14956092,1,1,2.0,2020-05-21 22:23:54,K_硬链接_计算机科学与技术,管好文件--用好文件测试01,关于硬链接，下面哪些描述是正确的？,"{'A': '不可以跨文件系统。', 'B': '可以做目录的连接', 'C': '硬链接文件的inode-number与被链接文件的inode-number相同', 'D': '硬链接和符号链接的原理事实上是一样的'}","[""A"", ""C""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
140,14956092_146622,Pm_146622,U_14956092,1,1,2.0,2020-05-21 22:23:54,K_符号链接_计算机科学与技术,管好文件--用好文件测试01,关于硬链接，下面哪些描述是正确的？,"{'A': '不可以跨文件系统。', 'B': '可以做目录的连接', 'C': '硬链接文件的inode-number与被链接文件的inode-number相同', 'D': '硬链接和符号链接的原理事实上是一样的'}","[""A"", ""C""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
141,14956092_146623,Pm_146623,U_14956092,0,1,0.0,2020-05-21 22:24:13,K_硬链接_计算机科学与技术,管好文件--用好文件测试01,关于文件硬链接和源文件的关系，下面哪些描述是正确的？,"{'A': '文件硬链接和源文件实际上共用一份文件内容数据', 'B': '源文件删除对文件硬链接没有影响', 'C': '一个硬盘分区上文件的硬链接可以位于另外一个分区上', 'D': '对于文件硬链接内容的改动不会影响到源文件'}","[""A"", ""B""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
142,14956092_146623,Pm_146623,U_14956092,0,1,0.0,2020-05-21 22:24:13,K_硬链接_计算机科学与技术,管好文件--用好文件测试01,关于文件硬链接和源文件的关系，下面哪些描述是正确的？,"{'A': '文件硬链接和源文件实际上共用一份文件内容数据', 'B': '源文件删除对文件硬链接没有影响', 'C': '一个硬盘分区上文件的硬链接可以位于另外一个分区上', 'D': '对于文件硬链接内容的改动不会影响到源文件'}","[""A"", ""B""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
143,14956092_146623,Pm_146623,U_14956092,0,1,0.0,2020-05-21 22:24:13,K_硬盘分区_计算机科学与技术,管好文件--用好文件测试01,关于文件硬链接和源文件的关系，下面哪些描述是正确的？,"{'A': '文件硬链接和源文件实际上共用一份文件内容数据', 'B': '源文件删除对文件硬链接没有影响', 'C': '一个硬盘分区上文件的硬链接可以位于另外一个分区上', 'D': '对于文件硬链接内容的改动不会影响到源文件'}","[""A"", ""B""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
144,14956092_146624,Pm_146624,U_14956092,1,1,2.0,2020-05-21 22:25:03,K_符号链接_计算机科学与技术,管好文件--用好文件测试01,关于符号链接，下面哪些描述是正确的？,"{'A': '可以通过符号链接文件来读、写和执行源文件。', 'B': '符号链接文件和源文件实际上是同一个文件。', 'C': '删除源文件，符号链接文件将变得不可用', 'D': '不能为符号链接文件再创建符号链接'}","[""A"", ""C""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
145,14956092_146624,Pm_146624,U_14956092,1,1,2.0,2020-05-21 22:25:03,K_符号链接_计算机科学与技术,管好文件--用好文件测试01,关于符号链接，下面哪些描述是正确的？,"{'A': '可以通过符号链接文件来读、写和执行源文件。', 'B': '符号链接文件和源文件实际上是同一个文件。', 'C': '删除源文件，符号链接文件将变得不可用', 'D': '不能为符号链接文件再创建符号链接'}","[""A"", ""C""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
146,14956092_146624,Pm_146624,U_14956092,1,1,2.0,2020-05-21 22:25:03,K_符号链接_计算机科学与技术,管好文件--用好文件测试01,关于符号链接，下面哪些描述是正确的？,"{'A': '可以通过符号链接文件来读、写和执行源文件。', 'B': '符号链接文件和源文件实际上是同一个文件。', 'C': '删除源文件，符号链接文件将变得不可用', 'D': '不能为符号链接文件再创建符号链接'}","[""A"", ""C""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
149,14956092_146627,Pm_146627,U_14956092,0,1,0.0,2020-05-21 22:42:22,K_文件压缩_计算机科学与技术,管好文件--用好文件测试02,关于文件压缩，下面哪些描述是正确的?,"{'A': 'Linux中压缩文件有很多工具可以利用。', 'B': '用gzip命令压缩文件后，默认会删除源文件', 'C': 'gzip命令可以调节文件压缩的比例。', 'D': 'gzip 压缩文件的默认后缀名是.gz', 'E': 'gzip解压文件时默认会删除压缩文件'}","[""A"", ""B"", ""C"", ""D"", ""E""]",2.0,2.0,多选题,2.12,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116893,Chinese
151,14956092_146630,Pm_146630,U_14956092,1,1,2.0,2020-05-21 22:43:49,K_文件大小_计算机科学与技术,管好文件--用好文件测试02,关于文件打包（归档），下面哪些描述是正确的?,"{'A': 'tar可以打包整个目录', 'B': 'tar打包多个文件后的打包文件大小，比原文件大小之和要稍小', 'C': 'tar 打包文件必须要有一个.tar的后缀名', 'D': '可以用tar命令来合并两个打包文件', 'E': '可以用tar命令来查看打包文件中的文件'}","[""A"", ""D"", ""E""]",2.0,2.0,多选题,2.12,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116893,Chinese
152,14956092_146630,Pm_146630,U_14956092,1,1,2.0,2020-05-21 22:43:49,K_文件打包_计算机科学与技术,管好文件--用好文件测试02,关于文件打包（归档），下面哪些描述是正确的?,"{'A': 'tar可以打包整个目录', 'B': 'tar打包多个文件后的打包文件大小，比原文件大小之和要稍小', 'C': 'tar 打包文件必须要有一个.tar的后缀名', 'D': '可以用tar命令来合并两个打包文件', 'E': '可以用tar命令来查看打包文件中的文件'}","[""A"", ""D"", ""E""]",2.0,2.0,多选题,2.12,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116893,Chinese
154,14956092_146632,Pm_146632,U_14956092,1,1,1.0,2020-05-21 22:45:18,K_Shell脚本_计算机科学与技术,管好文件--用好文件测试02,现在需要在根目录下找所有的名字为temp的文件，然后删除，删除时不需要提示，请问可如何实现。,"{'A': 'find / -name temp rm *', 'B': '编一个SHELL脚本实现', 'C': 'find / -name temp –exec rm {}  ;', 'D': 'find / -name temp –exec rm'}","[""C""]",1.0,1.0,单选题,2.12,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116893,Chinese
155,14956092_146633,Pm_146633,U_14956092,1,1,2.0,2020-05-21 22:45:44,K_删除文件_计算机科学与技术,管好文件--用好文件测试02,关locate命令，下面哪些描述是正确的？,"{'A': 'locate命令能够快速查找文件', 'B': '如不指定查找的目录范围，locate将以当前工作目录作为查找范围', 'C': 'locate查找速度更快是因为它采用了更加有效率的查找算法', 'D': 'locate有时会发生新建文件无法查找到的问题', 'E': 'locate有时会发生查找到已删除文件的问题'}","[""A"", ""D"", ""E""]",2.0,2.0,多选题,2.12,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116893,Chinese
157,14956092_146635,Pm_146635,U_14956092,1,1,2.0,2020-05-21 22:48:12,K_通配符_计算机科学与技术,管好文件--用好文件测试02,关Linux中的通配符，下面哪些描述是正确的？,"{'A': '通配符可以用于对批量文件进行操作', 'B': '* 可以匹配任意单个字符', 'C': '[0-9] 可以匹配0到9之间的任意单个字符', 'D': '[!A-Z] 可以匹配除了大写A到Z之间的任意单个字符'}","[""A"", ""C"", ""D""]",2.0,2.0,多选题,2.12,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116893,Chinese
158,14956092_146635,Pm_146635,U_14956092,1,1,2.0,2020-05-21 22:48:12,K_通配符_计算机科学与技术,管好文件--用好文件测试02,关Linux中的通配符，下面哪些描述是正确的？,"{'A': '通配符可以用于对批量文件进行操作', 'B': '* 可以匹配任意单个字符', 'C': '[0-9] 可以匹配0到9之间的任意单个字符', 'D': '[!A-Z] 可以匹配除了大写A到Z之间的任意单个字符'}","[""A"", ""C"", ""D""]",2.0,2.0,多选题,2.12,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116893,Chinese
